review_id,sentence_id,sentence_text,target,category,polarity,from,to
1785,1785:2,قاعات حفلات فخمة،مطاعم متعددة ومتميزة ومتخصصة،مساحات خضراء وحدائق منسقة وجميلة,مطاعم,FACILITIES#MISCELLANEOUS,positive,17,22
1785,1785:2,قاعات حفلات فخمة،مطاعم متعددة ومتميزة ومتخصصة،مساحات خضراء وحدائق منسقة وجميلة,مساحات,FACILITIES#QUALITY,positive,46,52
1785,1785:2,قاعات حفلات فخمة،مطاعم متعددة ومتميزة ومتخصصة،مساحات خضراء وحدائق منسقة وجميلة,حدائق,FACILITIES#QUALITY,positive,60,65
1785,1785:3,خدمة فندقية متميزة،ملاعب رياضية وحمامات سباحة ذات مواصفات عالمية،ملاعب أطفال خلابة الإقامة فى مجملها كانت رائعة للغاية,خدمة,SERVICE#GENERAL,positive,0,4
1785,1785:3,خدمة فندقية متميزة،ملاعب رياضية وحمامات سباحة ذات مواصفات عالمية،ملاعب أطفال خلابة الإقامة فى مجملها كانت رائعة للغاية,ملاعب,FACILITIES#GENERAL,positive,19,24
1785,1785:3,خدمة فندقية متميزة،ملاعب رياضية وحمامات سباحة ذات مواصفات عالمية،ملاعب أطفال خلابة الإقامة فى مجملها كانت رائعة للغاية,حمامات,ROOMS#QUALITY,positive,33,39
1785,1785:3,خدمة فندقية متميزة،ملاعب رياضية وحمامات سباحة ذات مواصفات عالمية،ملاعب أطفال خلابة الإقامة فى مجملها كانت رائعة للغاية,ملاعب,FACILITIES#QUALITY,positive,65,70
2212,2212:1,هذا الفندق متعب جدا والخدمة سيئة للغاية.,الفندق,HOTEL#COMFORT,negative,4,10
2212,2212:1,هذا الفندق متعب جدا والخدمة سيئة للغاية.,الخدمة,SERVICE#GENERAL,negative,21,27
2212,2212:2,وأظن أن التعليقات الإيجابية المنشورة على الموقع قد تمت كتابتها إما من قبل الإدارة أو بواسطة أصدقائهم المقربين ولا يمكنني مطلقا تصديق ما كتبوه عن هذا الفندق,الموقع,FACILITIES#GENERAL,negative,41,47
311,311:0,فندق سيئ ندمت على اختياري لهذا الفندق أسوء فندق نزلت به. الطعام لا يوجد به اى تنوعا الصنف الذى ينفذ نادرا ما تجده مرة أخرى الا اذا كان رز او مكرونة .تقف طابور طويل من اجل شيء تافه.,فندق,HOTEL#GENERAL,negative,0,4
311,311:0,فندق سيئ ندمت على اختياري لهذا الفندق أسوء فندق نزلت به. الطعام لا يوجد به اى تنوعا الصنف الذى ينفذ نادرا ما تجده مرة أخرى الا اذا كان رز او مكرونة .تقف طابور طويل من اجل شيء تافه.,فندق,HOTEL#GENERAL,negative,33,37
311,311:0,فندق سيئ ندمت على اختياري لهذا الفندق أسوء فندق نزلت به. الطعام لا يوجد به اى تنوعا الصنف الذى ينفذ نادرا ما تجده مرة أخرى الا اذا كان رز او مكرونة .تقف طابور طويل من اجل شيء تافه.,الطعام,FOOD_DRINKS#STYLE_OPTIONS,negative,57,63
311,311:1,المشروبات جيدة. النظافة مروعة النمل فى كل مكان كما وجدت برصا فى الغرفة. حمامات السباحة جيدة. الموظفون ودودون.,المشروبات,FOOD_DRINKS#QUALITY,neutral,0,9
311,311:1,المشروبات جيدة. النظافة مروعة النمل فى كل مكان كما وجدت برصا فى الغرفة. حمامات السباحة جيدة. الموظفون ودودون.,الغرفة,ROOMS#CLEANLINESS,positive,64,70
311,311:1,المشروبات جيدة. النظافة مروعة النمل فى كل مكان كما وجدت برصا فى الغرفة. حمامات السباحة جيدة. الموظفون ودودون.,حمامات السباحة,FACILITIES#GENERAL,neutral,72,86
311,311:1,المشروبات جيدة. النظافة مروعة النمل فى كل مكان كما وجدت برصا فى الغرفة. حمامات السباحة جيدة. الموظفون ودودون.,الموظفون,SERVICE#GENERAL,positive,93,101
1470,1470:1,. يجري تجديد الغرف، بقيت في الطابق 8 وهو لغير المدخين! يجب البقاء فيه في الصين، و الغرف ناصعة و الموظفون متعاونون للغاية. الإفطار على حد سواء غربي و صيني، ولكن الاختيار جيد جدا. موظفو الاستقبال و الباب مساعدون جدا و مستعدون دائما للمساعدة. الموقع مركزي جدا و يستحق البقاء. مبروك للإدارة.,الغرف,ROOMS#CLEANLINESS,positive,13,18
1470,1470:1,. يجري تجديد الغرف، بقيت في الطابق 8 وهو لغير المدخين! يجب البقاء فيه في الصين، و الغرف ناصعة و الموظفون متعاونون للغاية. الإفطار على حد سواء غربي و صيني، ولكن الاختيار جيد جدا. موظفو الاستقبال و الباب مساعدون جدا و مستعدون دائما للمساعدة. الموقع مركزي جدا و يستحق البقاء. مبروك للإدارة.,الموظفون,SERVICE#GENERAL,positive,96,104
1470,1470:1,. يجري تجديد الغرف، بقيت في الطابق 8 وهو لغير المدخين! يجب البقاء فيه في الصين، و الغرف ناصعة و الموظفون متعاونون للغاية. الإفطار على حد سواء غربي و صيني، ولكن الاختيار جيد جدا. موظفو الاستقبال و الباب مساعدون جدا و مستعدون دائما للمساعدة. الموقع مركزي جدا و يستحق البقاء. مبروك للإدارة.,الإفطار,FOOD_DRINKS#STYLE_OPTIONS,positive,122,129
1470,1470:1,. يجري تجديد الغرف، بقيت في الطابق 8 وهو لغير المدخين! يجب البقاء فيه في الصين، و الغرف ناصعة و الموظفون متعاونون للغاية. الإفطار على حد سواء غربي و صيني، ولكن الاختيار جيد جدا. موظفو الاستقبال و الباب مساعدون جدا و مستعدون دائما للمساعدة. الموقع مركزي جدا و يستحق البقاء. مبروك للإدارة.,موظفو الاستقبال,SERVICE#GENERAL,positive,178,193
1470,1470:1,. يجري تجديد الغرف، بقيت في الطابق 8 وهو لغير المدخين! يجب البقاء فيه في الصين، و الغرف ناصعة و الموظفون متعاونون للغاية. الإفطار على حد سواء غربي و صيني، ولكن الاختيار جيد جدا. موظفو الاستقبال و الباب مساعدون جدا و مستعدون دائما للمساعدة. الموقع مركزي جدا و يستحق البقاء. مبروك للإدارة.,الموقع,LOCATION#GENERAL,positive,240,246
1111,1111:0,نظافة وراحة أعجبني تعامل الموظفين ونظافة الغرفة وعصير البرتقال والخصوصية ووجود الواي فاي  وجود لحم الخنزير في البوفيه امر مؤسف ..مع انه لا أحد يتضرر من عدم وجوده بينما يعتبر وجود الخنزير من الامور السلبية بالنسبة لنا,الموظفين,SERVICE#GENERAL,positive,25,33
1111,1111:0,نظافة وراحة أعجبني تعامل الموظفين ونظافة الغرفة وعصير البرتقال والخصوصية ووجود الواي فاي  وجود لحم الخنزير في البوفيه امر مؤسف ..مع انه لا أحد يتضرر من عدم وجوده بينما يعتبر وجود الخنزير من الامور السلبية بالنسبة لنا,الغرفة,ROOMS#CLEANLINESS,positive,41,47
1111,1111:0,نظافة وراحة أعجبني تعامل الموظفين ونظافة الغرفة وعصير البرتقال والخصوصية ووجود الواي فاي  وجود لحم الخنزير في البوفيه امر مؤسف ..مع انه لا أحد يتضرر من عدم وجوده بينما يعتبر وجود الخنزير من الامور السلبية بالنسبة لنا,الواي فاي,FACILITIES#GENERAL,positive,79,88
1111,1111:0,نظافة وراحة أعجبني تعامل الموظفين ونظافة الغرفة وعصير البرتقال والخصوصية ووجود الواي فاي  وجود لحم الخنزير في البوفيه امر مؤسف ..مع انه لا أحد يتضرر من عدم وجوده بينما يعتبر وجود الخنزير من الامور السلبية بالنسبة لنا,لحم الخنزير,FOOD_DRINKS#QUALITY,negative,95,106
1213,1213:0,أفضل مكان في دهب لا تتوقع فندق كبير. إنه فندق B_B صغير يحتوي على 7 غرف فقط، ولكنه يقع في وسط دهب.,مكان,LOCATION#GENERAL,positive,5,9
1213,1213:0,أفضل مكان في دهب لا تتوقع فندق كبير. إنه فندق B_B صغير يحتوي على 7 غرف فقط، ولكنه يقع في وسط دهب.,فندق,HOTEL#DESIGN_FEATURES,negative,26,30
1213,1213:1,الموظفون لطيفين جدا ودودون ووجبة الإفطار رائعة. فهم يمكنهم مساعدتك وتقديم نصائح لعمل سنوركلينج، وتناول الطعام، ومشاهدة المعالم السياحية. أطلب ما شئت، وسيبادرون بمساعدتك.,الموظفون,SERVICE#GENERAL,positive,0,8
1213,1213:1,الموظفون لطيفين جدا ودودون ووجبة الإفطار رائعة. فهم يمكنهم مساعدتك وتقديم نصائح لعمل سنوركلينج، وتناول الطعام، ومشاهدة المعالم السياحية. أطلب ما شئت، وسيبادرون بمساعدتك.,وجبة الإفطار,FOOD_DRINKS#QUALITY,positive,28,40
1213,1213:2,كما يمكنهم توفير سيارات الأجرة من وإلى المطار بأسعار أرخص بكثير من أسعار المطار,سيارات الأجرة,FACILITIES#PRICES,positive,17,30
1418,1418:0,غذاء رائع وموقع ممتاز .. ولكن كالعادة الغرف صغيرة مثل بقية فنادق أوزونقول تكون الغرف عادية وصغيرة نسبياً .. موقع الفندق رائع قريب من البحيرة والنهر ..,غذاء,FOOD_DRINKS#QUALITY,positive,0,4
1418,1418:0,غذاء رائع وموقع ممتاز .. ولكن كالعادة الغرف صغيرة مثل بقية فنادق أوزونقول تكون الغرف عادية وصغيرة نسبياً .. موقع الفندق رائع قريب من البحيرة والنهر ..,موقع,LOCATION#GENERAL,positive,11,15
1418,1418:0,غذاء رائع وموقع ممتاز .. ولكن كالعادة الغرف صغيرة مثل بقية فنادق أوزونقول تكون الغرف عادية وصغيرة نسبياً .. موقع الفندق رائع قريب من البحيرة والنهر ..,الغرف,ROOMS#DESIGN_FEATURES,negative,38,43
1418,1418:0,غذاء رائع وموقع ممتاز .. ولكن كالعادة الغرف صغيرة مثل بقية فنادق أوزونقول تكون الغرف عادية وصغيرة نسبياً .. موقع الفندق رائع قريب من البحيرة والنهر ..,الغرف,ROOMS#DESIGN_FEATURES,negative,79,84
1418,1418:0,غذاء رائع وموقع ممتاز .. ولكن كالعادة الغرف صغيرة مثل بقية فنادق أوزونقول تكون الغرف عادية وصغيرة نسبياً .. موقع الفندق رائع قريب من البحيرة والنهر ..,موقع,LOCATION#GENERAL,positive,108,112
1418,1418:1,الطعام رائع ولذيذ وهناك جلسات شاي في الخارج كانت مغلقه نظراً لبرودة الطقس في شهر أبريل لذلك أفضل أوقات السنة هي الفترة بين مايو - أكتوبر حيث فصل الربيع لم أظطر إلى الحجز عن طريق الأنترنت لأن الفترة ليست ذروة الموسم,الطعام,FOOD_DRINKS#QUALITY,positive,0,6
1184,1184:0,فندق كراون بلازا دبي هو مناسب لرحلة عمل قصيرة. قديم بعض الشيء ولكن خدماته جيدة مقابل ما يُدفع من أموال واختيار الطعام في الفندق رائع.,فندق,HOTEL#GENERAL,positive,0,4
1184,1184:0,فندق كراون بلازا دبي هو مناسب لرحلة عمل قصيرة. قديم بعض الشيء ولكن خدماته جيدة مقابل ما يُدفع من أموال واختيار الطعام في الفندق رائع.,خدمات,SERVICE#GENERAL,neutral,67,72
1184,1184:0,فندق كراون بلازا دبي هو مناسب لرحلة عمل قصيرة. قديم بعض الشيء ولكن خدماته جيدة مقابل ما يُدفع من أموال واختيار الطعام في الفندق رائع.,الفندق,HOTEL#GENERAL,positive,121,127
1184,1184:1,وكان الإفطار جيد حقا مع الكثير من الاختيارات المتوفرة. والشكوى الوحيدة كانت بسبب المصاعد.,الإفطار,FOOD_DRINKS#QUALITY,neutral,5,12
1184,1184:1,وكان الإفطار جيد حقا مع الكثير من الاختيارات المتوفرة. والشكوى الوحيدة كانت بسبب المصاعد.,المصاعد,FACILITIES#GENERAL,negative,81,88
664,664:0,ساحر فندق رائع ومتكامل .. بحر ساحر .. ومكان راقي .. وفندقه متميزه .. والعاب مائيه .. ومطاعم متنوعه وطعام رائع .. وحمامات سباحه دافئه .. وصالات العاب .. تراسات في كل مكان وصالة ديسكو ومسرح يحوي الكثير من العروض الشيقه .. بالأضافه الي قضاء سهرة رائعة في قرية الف ليله وليله والأستمتاع بسحر الشرق الجميل .. بصراحة لم احتاج الي البحث عن اشياء أخري,فندق,HOTEL#GENERAL,positive,5,9
664,664:0,ساحر فندق رائع ومتكامل .. بحر ساحر .. ومكان راقي .. وفندقه متميزه .. والعاب مائيه .. ومطاعم متنوعه وطعام رائع .. وحمامات سباحه دافئه .. وصالات العاب .. تراسات في كل مكان وصالة ديسكو ومسرح يحوي الكثير من العروض الشيقه .. بالأضافه الي قضاء سهرة رائعة في قرية الف ليله وليله والأستمتاع بسحر الشرق الجميل .. بصراحة لم احتاج الي البحث عن اشياء أخري,بحر,FACILITIES#GENERAL,positive,26,29
664,664:0,ساحر فندق رائع ومتكامل .. بحر ساحر .. ومكان راقي .. وفندقه متميزه .. والعاب مائيه .. ومطاعم متنوعه وطعام رائع .. وحمامات سباحه دافئه .. وصالات العاب .. تراسات في كل مكان وصالة ديسكو ومسرح يحوي الكثير من العروض الشيقه .. بالأضافه الي قضاء سهرة رائعة في قرية الف ليله وليله والأستمتاع بسحر الشرق الجميل .. بصراحة لم احتاج الي البحث عن اشياء أخري,مكان,LOCATION#GENERAL,positive,39,43
664,664:0,ساحر فندق رائع ومتكامل .. بحر ساحر .. ومكان راقي .. وفندقه متميزه .. والعاب مائيه .. ومطاعم متنوعه وطعام رائع .. وحمامات سباحه دافئه .. وصالات العاب .. تراسات في كل مكان وصالة ديسكو ومسرح يحوي الكثير من العروض الشيقه .. بالأضافه الي قضاء سهرة رائعة في قرية الف ليله وليله والأستمتاع بسحر الشرق الجميل .. بصراحة لم احتاج الي البحث عن اشياء أخري,فندق,HOTEL#GENERAL,positive,53,57
664,664:0,ساحر فندق رائع ومتكامل .. بحر ساحر .. ومكان راقي .. وفندقه متميزه .. والعاب مائيه .. ومطاعم متنوعه وطعام رائع .. وحمامات سباحه دافئه .. وصالات العاب .. تراسات في كل مكان وصالة ديسكو ومسرح يحوي الكثير من العروض الشيقه .. بالأضافه الي قضاء سهرة رائعة في قرية الف ليله وليله والأستمتاع بسحر الشرق الجميل .. بصراحة لم احتاج الي البحث عن اشياء أخري,مطاعم,FACILITIES#GENERAL,positive,86,91
664,664:0,ساحر فندق رائع ومتكامل .. بحر ساحر .. ومكان راقي .. وفندقه متميزه .. والعاب مائيه .. ومطاعم متنوعه وطعام رائع .. وحمامات سباحه دافئه .. وصالات العاب .. تراسات في كل مكان وصالة ديسكو ومسرح يحوي الكثير من العروض الشيقه .. بالأضافه الي قضاء سهرة رائعة في قرية الف ليله وليله والأستمتاع بسحر الشرق الجميل .. بصراحة لم احتاج الي البحث عن اشياء أخري,حمامات سباحه,FACILITIES#GENERAL,positive,114,126
472,472:0,الأفضل قطعاً!!  موقع رائع، شاطئ استثنائيّ، غرفٌ نظيفة مع كل وسائل الراحة، فريق عمل محترف جداً، مطعم جيد جداً جداً جداً، منتجعٌ صحيٌّ لا يقاوم مع إطلالةٍ مذهلةٍ على البحر!!!!!!!!,موقع,LOCATION#GENERAL,positive,16,20
472,472:0,الأفضل قطعاً!!  موقع رائع، شاطئ استثنائيّ، غرفٌ نظيفة مع كل وسائل الراحة، فريق عمل محترف جداً، مطعم جيد جداً جداً جداً، منتجعٌ صحيٌّ لا يقاوم مع إطلالةٍ مذهلةٍ على البحر!!!!!!!!,شاطئ,FACILITIES#GENERAL,neutral,27,31
472,472:0,الأفضل قطعاً!!  موقع رائع، شاطئ استثنائيّ، غرفٌ نظيفة مع كل وسائل الراحة، فريق عمل محترف جداً، مطعم جيد جداً جداً جداً، منتجعٌ صحيٌّ لا يقاوم مع إطلالةٍ مذهلةٍ على البحر!!!!!!!!,غرفٌ,ROOMS#CLEANLINESS,positive,43,47
472,472:0,الأفضل قطعاً!!  موقع رائع، شاطئ استثنائيّ، غرفٌ نظيفة مع كل وسائل الراحة، فريق عمل محترف جداً، مطعم جيد جداً جداً جداً، منتجعٌ صحيٌّ لا يقاوم مع إطلالةٍ مذهلةٍ على البحر!!!!!!!!,فريق عمل,SERVICE#GENERAL,positive,74,82
472,472:0,الأفضل قطعاً!!  موقع رائع، شاطئ استثنائيّ، غرفٌ نظيفة مع كل وسائل الراحة، فريق عمل محترف جداً، مطعم جيد جداً جداً جداً، منتجعٌ صحيٌّ لا يقاوم مع إطلالةٍ مذهلةٍ على البحر!!!!!!!!,مطعم,FACILITIES#GENERAL,positive,95,99
927,927:0,مكان رائع  ترحيب ودود ينتظرك,مكان,LOCATION#GENERAL,positive,0,4
927,927:0,مكان رائع  ترحيب ودود ينتظرك,ترحيب,SERVICE#GENERAL,positive,11,16
927,927:1,"غرف لطيفة ، على الرغم من وجود أماكن قديمة بعض الشيء - سرير مريح , بسكويت شورتبريد محلي الصنع ، مجموعة مختارة من الشاي....كلها جيدة.",سرير,ROOMS#COMFORT,positive,54,58
927,927:1,"غرف لطيفة ، على الرغم من وجود أماكن قديمة بعض الشيء - سرير مريح , بسكويت شورتبريد محلي الصنع ، مجموعة مختارة من الشاي....كلها جيدة.",بسكويت,FOOD_DRINKS#MISCELLANEOUS,positive,66,72
927,927:2,كانت تعليمات استخدام الغلاية والملحقات غريبة نوعاً ما ويا للغرابة، فمع اعتبار طبيعة المهمة فقد كانت التعليمات خطأ تماما!,تعليمات,SERVICE#GENERAL,negative,5,12
927,927:2,كانت تعليمات استخدام الغلاية والملحقات غريبة نوعاً ما ويا للغرابة، فمع اعتبار طبيعة المهمة فقد كانت التعليمات خطأ تماما!,الملحقات,SERVICE#GENERAL,negative,30,38
927,927:2,كانت تعليمات استخدام الغلاية والملحقات غريبة نوعاً ما ويا للغرابة، فمع اعتبار طبيعة المهمة فقد كانت التعليمات خطأ تماما!,التعليمات,SERVICE#GENERAL,negative,100,109
927,927:3,الإفطار كان ممتازا.,الإفطار,FOOD_DRINKS#QUALITY,positive,0,7
775,775:0,الفندق رائع جدا بمعنى الكلمة و قريب من الحرم المكي الشريف و يطل عليه,الفندق,HOTEL#GENERAL,positive,0,6
775,775:0,الفندق رائع جدا بمعنى الكلمة و قريب من الحرم المكي الشريف و يطل عليه,الحرم المكي الشريف,LOCATION#GENERAL,positive,39,57
775,775:1,الاكل لذيذ و طيب ممتاز القائمة ليست متنوعة جدا,الاكل,FOOD_DRINKS#QUALITY,positive,0,5
775,775:1,الاكل لذيذ و طيب ممتاز القائمة ليست متنوعة جدا,القائمة,FOOD_DRINKS#STYLE_OPTIONS,negative,23,30
775,775:2,المكان نظيف إجراءات الدخول و الخروج كانت سلسة,المكان,HOTEL#CLEANLINESS,positive,0,6
775,775:2,المكان نظيف إجراءات الدخول و الخروج كانت سلسة,إجراءات الدخول و الخروج,HOTEL#GENERAL,positive,12,35
775,775:3,حريصين على رضى النزيل خدمة الغرف نوعا ما ممتازة ولكن ليست سريعه طبعا مع ملاحظة ان الفندق ممتلئ,خدمة الغرف,SERVICE#GENERAL,positive,22,32
775,775:3,حريصين على رضى النزيل خدمة الغرف نوعا ما ممتازة ولكن ليست سريعه طبعا مع ملاحظة ان الفندق ممتلئ,الفندق,HOTEL#COMFORT,negative,82,88
743,743:0,اقامة لا بأس عدا عن مستوى النظافة رديء وجود بقع على السجاد والفراش ولها روائح سيئة وكذلك رائحة المناشف،,مستوى النظافة,HOTEL#CLEANLINESS,negative,20,33
743,743:0,اقامة لا بأس عدا عن مستوى النظافة رديء وجود بقع على السجاد والفراش ولها روائح سيئة وكذلك رائحة المناشف،,السجاد,ROOMS_AMENITIES#CLEANLINESS,negative,52,58
743,743:0,اقامة لا بأس عدا عن مستوى النظافة رديء وجود بقع على السجاد والفراش ولها روائح سيئة وكذلك رائحة المناشف،,الفراش,ROOMS_AMENITIES#CLEANLINESS,negative,60,66
743,743:0,اقامة لا بأس عدا عن مستوى النظافة رديء وجود بقع على السجاد والفراش ولها روائح سيئة وكذلك رائحة المناشف،,رائحة المناشف,ROOMS_AMENITIES#CLEANLINESS,negative,89,102
743,743:1,، صعوبة الوصول للغرفة وتبديل المصاعد ،,غرفة,ROOMS#DESIGN_FEATURES,negative,17,21
743,743:1,، صعوبة الوصول للغرفة وتبديل المصاعد ،,المصاعد,FACILITIES#GENERAL,negative,29,36
743,743:2,تقوس السرير كان مزعج جدا ،,السرير,ROOMS#COMFORT,negative,5,11
743,743:4,عدم توفر خدمة مواقف للسيارات,مواقف للسيارات,FACILITIES#GENERAL,negative,14,28
1633,1633:0,الموقع فقط على ان المبنى من الخارج يبدو حديثا لكن على العكس تماما من الداخل الكتابات على الجدران ، موكيت الممرات ذو رائحة كريهة السكن في الدور الرابع مرهق للغاية حيث لا يوجد مصعد والدور الاول والثاني لغير غرف الفندق . يبدو قديما كان الافضل . بالنسبة للموقع الافضل في مدينة شيآن كلها وكذلك السعر ايضا لا انصح به,موكيت الممرات,ROOMS_AMENITIES#CLEANLINESS,negative,99,112
1633,1633:0,الموقع فقط على ان المبنى من الخارج يبدو حديثا لكن على العكس تماما من الداخل الكتابات على الجدران ، موكيت الممرات ذو رائحة كريهة السكن في الدور الرابع مرهق للغاية حيث لا يوجد مصعد والدور الاول والثاني لغير غرف الفندق . يبدو قديما كان الافضل . بالنسبة للموقع الافضل في مدينة شيآن كلها وكذلك السعر ايضا لا انصح به,السعر,FACILITIES#PRICES,negative,289,294
1636,1636:0,تجنبوا هذا المكان إن كنتم تبحثون عن مكانٍ جيدٍ للإقامة ... لا بأس بالموقع .. لكن يصعب العثور على سيارة أجرة. الخدمات سيئة جداً جداً، وموظفو الاستقبال متغطرسون ... لا أحد يبالي ... تجنبوا هذا المكان ... الفطور ليس سيئاً، لكنه ليس طازجاً، لم أكن لأرغب بتناول الطعام في مكان كهذا ... لا يستحق النقود التي تدفعها...,مكانٍ,LOCATION#GENERAL,neutral,36,41
1636,1636:0,تجنبوا هذا المكان إن كنتم تبحثون عن مكانٍ جيدٍ للإقامة ... لا بأس بالموقع .. لكن يصعب العثور على سيارة أجرة. الخدمات سيئة جداً جداً، وموظفو الاستقبال متغطرسون ... لا أحد يبالي ... تجنبوا هذا المكان ... الفطور ليس سيئاً، لكنه ليس طازجاً، لم أكن لأرغب بتناول الطعام في مكان كهذا ... لا يستحق النقود التي تدفعها...,الخدمات,SERVICE#GENERAL,negative,109,116
1636,1636:0,تجنبوا هذا المكان إن كنتم تبحثون عن مكانٍ جيدٍ للإقامة ... لا بأس بالموقع .. لكن يصعب العثور على سيارة أجرة. الخدمات سيئة جداً جداً، وموظفو الاستقبال متغطرسون ... لا أحد يبالي ... تجنبوا هذا المكان ... الفطور ليس سيئاً، لكنه ليس طازجاً، لم أكن لأرغب بتناول الطعام في مكان كهذا ... لا يستحق النقود التي تدفعها...,موظفو الاستقبال,SERVICE#GENERAL,negative,134,149
1636,1636:0,تجنبوا هذا المكان إن كنتم تبحثون عن مكانٍ جيدٍ للإقامة ... لا بأس بالموقع .. لكن يصعب العثور على سيارة أجرة. الخدمات سيئة جداً جداً، وموظفو الاستقبال متغطرسون ... لا أحد يبالي ... تجنبوا هذا المكان ... الفطور ليس سيئاً، لكنه ليس طازجاً، لم أكن لأرغب بتناول الطعام في مكان كهذا ... لا يستحق النقود التي تدفعها...,الفطور,FOOD_DRINKS#QUALITY,negative,202,208
1174,1174:0,افضل فندق في الغردقة بجد فندق من اجمل فنادق الغردقه من حيث الخدمة الرائعه ولاصطف الرائع من اكتر الاماكن الجميله الى ممكن ترتاح فيها وتستمتع بجمال الفندق فيها فى الغردقه بجد احسن فندق تقدر تقضى اجازتك فيه وعمرك ماهتفكر فى اماكن ترتاح وتستمتع فيه الا فندق هيلتون بلازا الف شكر لاصطف هيلتون من حيث الاكل والشرب والخدمه السريعه وحب الاصطف وولائه للماكن بجد شكرا لفندق هيلتون,فندق,HOTEL#GENERAL,positive,5,9
1174,1174:0,افضل فندق في الغردقة بجد فندق من اجمل فنادق الغردقه من حيث الخدمة الرائعه ولاصطف الرائع من اكتر الاماكن الجميله الى ممكن ترتاح فيها وتستمتع بجمال الفندق فيها فى الغردقه بجد احسن فندق تقدر تقضى اجازتك فيه وعمرك ماهتفكر فى اماكن ترتاح وتستمتع فيه الا فندق هيلتون بلازا الف شكر لاصطف هيلتون من حيث الاكل والشرب والخدمه السريعه وحب الاصطف وولائه للماكن بجد شكرا لفندق هيلتون,الخدمة,SERVICE#GENERAL,positive,59,65
1174,1174:0,افضل فندق في الغردقة بجد فندق من اجمل فنادق الغردقه من حيث الخدمة الرائعه ولاصطف الرائع من اكتر الاماكن الجميله الى ممكن ترتاح فيها وتستمتع بجمال الفندق فيها فى الغردقه بجد احسن فندق تقدر تقضى اجازتك فيه وعمرك ماهتفكر فى اماكن ترتاح وتستمتع فيه الا فندق هيلتون بلازا الف شكر لاصطف هيلتون من حيث الاكل والشرب والخدمه السريعه وحب الاصطف وولائه للماكن بجد شكرا لفندق هيلتون,الفندق,HOTEL#GENERAL,positive,146,152
1174,1174:0,افضل فندق في الغردقة بجد فندق من اجمل فنادق الغردقه من حيث الخدمة الرائعه ولاصطف الرائع من اكتر الاماكن الجميله الى ممكن ترتاح فيها وتستمتع بجمال الفندق فيها فى الغردقه بجد احسن فندق تقدر تقضى اجازتك فيه وعمرك ماهتفكر فى اماكن ترتاح وتستمتع فيه الا فندق هيلتون بلازا الف شكر لاصطف هيلتون من حيث الاكل والشرب والخدمه السريعه وحب الاصطف وولائه للماكن بجد شكرا لفندق هيلتون,الخدمه,SERVICE#GENERAL,positive,309,315
1340,1340:0,مثالي ذهبنا إلى فندق صغير في أغسطس.,فندق,HOTEL#GENERAL,positive,16,20
1340,1340:1,الغرف كانت نظيفة،,الغرف,ROOMS#CLEANLINESS,positive,0,5
1340,1340:2,و الطعام كان جيداً. تستطيع أن تأكل أي شيء هناك. عادة يقولون أن أكل الفواكه سوف تجعلك مريضاً لكننا قابلنا زوجين من النزلاء و لم يمرض أحدهم!,الطعام,FOOD_DRINKS#QUALITY,positive,2,8
1340,1340:3,العاملون بالفندق كانوا ودودين و يفعلوا أي شيء للاهتمام بك.,العاملون,SERVICE#GENERAL,positive,0,8
1340,1340:4,يوجد هناك العديد من كراسي الاستلقاء في الشمس. لقد كانت عطلة لطيفة حقاً!! بالتأكيد سوف نعود مجدداً لهذا الفندق.,كراسي الاستلقاء,HOTEL#MISCELLANEOUS,positive,20,35
1825,1825:0,فندق غير لائق بالمره,فندق,HOTEL#QUALITY,negative,0,4
1825,1825:1,هذا الفندق غير أدمي بالمره حيث المطعم غير نظيف والغرف بهااا حشرات وبعد ان وصلنا قررنا علي الفور مغادرة هذا الفندق,الفندق,HOTEL#GENERAL,negative,4,10
1825,1825:1,هذا الفندق غير أدمي بالمره حيث المطعم غير نظيف والغرف بهااا حشرات وبعد ان وصلنا قررنا علي الفور مغادرة هذا الفندق,المطعم,FACILITIES#CLEANLINESS,negative,31,37
1825,1825:1,هذا الفندق غير أدمي بالمره حيث المطعم غير نظيف والغرف بهااا حشرات وبعد ان وصلنا قررنا علي الفور مغادرة هذا الفندق,الفندق,HOTEL#GENERAL,negative,107,113
1825,1825:2,ونرجو من الساده القائمين علي هذا المكان الاهتمام بيه ولابد من المصدقيه في الصور المعروضه علي الانترنت حيث ان تللك الصور لا تمث للواقع بصله,القائمين علي هذا المكان,HOTEL#MISCELLANEOUS,negative,16,39
761,761:0,فندق أكثر من رائع للأجازات السريعة لقربه من القاهرة كان هذا هو الإختيار الأمثل لي و للعائلة لقضاء أجازة ترفيهية سريعة,فندق,HOTEL#GENERAL,positive,0,4
761,761:1,- مساحة الفندق كبيرة و الخدمة جيدة جدا -,الفندق,HOTEL#DESIGN_FEATURES,positive,8,14
761,761:1,- مساحة الفندق كبيرة و الخدمة جيدة جدا -,الخدمة,SERVICE#GENERAL,positive,23,29
761,761:2,الغرفة جيدة و الشاطي متسع و توجد العديد من الأنشطة,الغرفة,ROOMS#GENERAL,positive,0,6
761,761:2,الغرفة جيدة و الشاطي متسع و توجد العديد من الأنشطة,الشاطي,FACILITIES#DESIGN_FEATURES,positive,14,20
