sentence_id,text,aspect_term,term_polarity,from,to,categories,category_polarities,review_id
1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,101,112,"['food', 'anecdotes/miscellaneous']","['positive', 'positive']",
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,positive,0,7,['service'],['positive'],
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,positive,91,97,['service'],['positive'],
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,negative,71,82,['service'],['positive'],
3376,"Order the panang duck, it's fantastic.",panang duck,positive,10,21,['food'],['positive'],
173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,negative,76,90,['food'],['conflict'],
1836,"Other than the crappy service from two individuals, it's great.",service,negative,22,29,['service'],['conflict'],
1404,They have authentic Indian at amazin prices.,Indian,positive,20,26,"['food', 'price']","['positive', 'positive']",
1404,They have authentic Indian at amazin prices.,prices,positive,37,43,"['food', 'price']","['positive', 'positive']",
1819,Ambiance- relaxed and stylish.,Ambiance,positive,0,8,['ambience'],['positive'],
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,positive,30,40,['food'],['positive'],
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,positive,42,50,['food'],['positive'],
2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,positive,55,66,['food'],['positive'],
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,20,31,['food'],['negative'],
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,48,59,['food'],['negative'],
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,negative,80,85,['food'],['negative'],
1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,neutral,122,127,['food'],['negative'],
2059,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive,54,60,['food'],['positive'],
2059,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,positive,8,19,['food'],['positive'],
926,I look forward to eating here again,eating,positive,18,24,['anecdotes/miscellaneous'],['positive'],
2385,I've been coming here as a child and always come back for the taste.,taste,positive,62,67,['food'],['positive'],
2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,positive,99,103,"['food', 'ambience', 'price']","['positive', 'positive', 'positive']",
2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive,114,119,"['food', 'ambience', 'price']","['positive', 'positive', 'positive']",
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,positive,29,46,['food'],['positive'],
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,positive,56,63,['food'],['positive'],
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of Leaping Lizard,positive,2,25,['food'],['positive'],
567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Food,neutral,0,4,['food'],['negative'],
567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,negative,21,33,['food'],['negative'],
567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,negative,50,55,['food'],['negative'],
3517,The food always tastes fresh and served promptly.,food,positive,4,8,"['food', 'service']","['positive', 'positive']",
3517,The food always tastes fresh and served promptly.,served,positive,33,39,"['food', 'service']","['positive', 'positive']",
1599,The pizza here is delicious.,pizza,positive,4,9,['food'],['positive'],
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,positive,0,5,"['food', 'service']","['positive', 'positive']",
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,positive,80,88,"['food', 'service']","['positive', 'positive']",
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive,10,22,"['food', 'service']","['positive', 'positive']",
759,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive,10,22,['food'],['positive'],
3175,But who says Murray's is anything about service.,service,neutral,40,47,['service'],['neutral'],
2209,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative,104,108,"['food', 'anecdotes/miscellaneous']","['negative', 'positive']",
1352,Hats off to the chef.,chef,positive,16,20,['food'],['positive'],
3537,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,0,7,"['anecdotes/miscellaneous', 'service']","['positive', 'negative']",
3537,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,positive,138,144,"['anecdotes/miscellaneous', 'service']","['positive', 'negative']",
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive,4,9,['food'],['positive'],
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive,34,50,['food'],['positive'],
1743,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,negative,90,96,['food'],['positive'],
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive,17,22,"['food', 'ambience']","['positive', 'positive']",
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive,40,44,"['food', 'ambience']","['positive', 'positive']",
2907,"service is friendly, and never had a problem walking in and getting a table.",service,positive,0,7,['service'],['positive'],
2907,"service is friendly, and never had a problem walking in and getting a table.",getting a table,positive,60,75,['service'],['positive'],
1890,The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,positive,46,62,['ambience'],['conflict'],
2588,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",waitress,negative,15,23,['service'],['negative'],
2588,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,neutral,101,107,['service'],['negative'],
3130,The food was bland oily.,food,negative,4,8,['food'],['negative'],
709,"What is even better, is that the prices are very affordable as well, and the food is really good.",prices,positive,33,39,"['food', 'price']","['positive', 'positive']",
709,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive,77,81,"['food', 'price']","['positive', 'positive']",
1198,The fish is fresh but the variety of fish is nothing out of ordinary.,fish,positive,4,8,['food'],['conflict'],
1198,The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,negative,26,41,['food'],['conflict'],
2302,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",pesto pizza,positive,23,34,['food'],['positive'],
2302,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",house salad,positive,40,51,['food'],['positive'],
2302,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",bottle of wine,positive,64,78,['food'],['positive'],
2302,"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",meal,positive,13,17,['food'],['positive'],
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive,44,53,['service'],['positive'],
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive,15,31,['service'],['positive'],
973,"Ambiance and music funky, which I enjoy.",Ambiance,positive,0,8,['ambience'],['positive'],
973,"Ambiance and music funky, which I enjoy.",music,positive,13,18,['ambience'],['positive'],
2132,"The food, drinks and service are clearly among the best in the city.",food,positive,4,8,"['food', 'service']","['positive', 'positive']",
2132,"The food, drinks and service are clearly among the best in the city.",drinks,positive,10,16,"['food', 'service']","['positive', 'positive']",
2132,"The food, drinks and service are clearly among the best in the city.",service,positive,21,28,"['food', 'service']","['positive', 'positive']",
231,I went there in late afternoon for some bite size food and refleshment with my date.,food,neutral,50,54,['anecdotes/miscellaneous'],['neutral'],
231,I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,neutral,59,70,['anecdotes/miscellaneous'],['neutral'],
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",ambiance,positive,82,90,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,108,115,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,217,222,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive,228,234,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,positive,128,136,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,163,170,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,positive,175,187,"['food', 'ambience', 'service']","['positive', 'positive', 'positive']",
2988,"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative,27,35,['service'],['negative'],
3092,Try the tandoori salmon!,tandoori salmon,positive,8,23,['food'],['positive'],
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,15,25,"['anecdotes/miscellaneous', 'ambience']","['negative', 'positive']",
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,12,17,"['service', 'ambience']","['positive', 'negative']",
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,55,62,"['service', 'ambience']","['positive', 'negative']",
2454,I love the atmorphere @ peep!,atmorphere,positive,11,21,['ambience'],['positive'],
603,The service was attentive and her suggestions of menu items was right on the mark.,service,positive,4,11,['service'],['positive'],
603,The service was attentive and her suggestions of menu items was right on the mark.,menu items,positive,49,59,['service'],['positive'],
678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,31,48,['food'],['positive'],
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive,202,207,['food'],['positive'],
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive,4,15,"['food', 'service', 'ambience']","['negative', 'negative', 'positive']",
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,37,41,"['food', 'service', 'ambience']","['negative', 'negative', 'positive']",
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,59,66,"['food', 'service', 'ambience']","['negative', 'negative', 'positive']",
1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,7,22,['food'],['positive'],
2930,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,55,66,['anecdotes/miscellaneous'],['neutral'],
887,What came to our table was burned beyond recognition and stringy.,table,neutral,17,22,['food'],['negative'],
2448,I had the Pad Thai and the noodles were sticky.,Pad Thai,negative,10,18,['food'],['negative'],
2448,I had the Pad Thai and the noodles were sticky.,noodles,negative,27,34,['food'],['negative'],
3244,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,57,66,['anecdotes/miscellaneous'],['neutral'],
1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,80,101,['price'],['positive'],
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,53,58,['food'],['positive'],
3129,The hostess is rude to the point of being offensive.,hostess,negative,4,11,['service'],['negative'],
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,35,39,"['food', 'service']","['positive', 'negative']",
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative,88,101,"['food', 'service']","['positive', 'negative']",
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,9,17,['ambience'],['negative'],
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,34,39,['ambience'],['negative'],
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,negative,79,87,['ambience'],['negative'],
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative,148,155,['ambience'],['negative'],
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral,170,177,['ambience'],['negative'],
2306,The food is great.,food,positive,4,8,['food'],['positive'],
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,positive,10,16,['food'],['positive'],
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,positive,76,82,['food'],['positive'],
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,positive,87,92,['food'],['positive'],
3699,"Lunch came with pickels and slaw, no extra charge.",Lunch,positive,0,5,['price'],['positive'],
3699,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,neutral,16,32,['price'],['positive'],
2875,Decent wine at reasonable prices.,wine,positive,7,11,"['food', 'price']","['positive', 'positive']",
2875,Decent wine at reasonable prices.,prices,positive,26,32,"['food', 'price']","['positive', 'positive']",
2303,All conveniently delivered right to the door.,delivered,positive,17,26,['service'],['positive'],
2513,even the wine by the glass was good.,wine by the glass,positive,9,26,['food'],['positive'],
809,would have rather tried terrace in the sky or water club for that price,price,negative,66,71,"['anecdotes/miscellaneous', 'price']","['neutral', 'negative']",
141,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,positive,5,9,['food'],['positive'],
3655,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive,19,32,['food'],['positive'],
2098,Okay service.,service,neutral,5,12,['service'],['neutral'],
1624,The only thing more wonderful than the food (which is exceptional) is the service.,food,positive,39,43,"['food', 'service']","['positive', 'positive']",
1624,The only thing more wonderful than the food (which is exceptional) is the service.,service,positive,74,81,"['food', 'service']","['positive', 'positive']",
2377,"The food was just awful, ATROCIOUS actually.",food,negative,4,8,['food'],['negative'],
338,The soup for the udon was soy sauce and water.,soup for the udon,negative,4,21,['food'],['negative'],
338,The soup for the udon was soy sauce and water.,soy sauce,neutral,26,35,['food'],['negative'],
338,The soup for the udon was soy sauce and water.,water,neutral,40,45,['food'],['negative'],
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,positive,4,14,['food'],['positive'],
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,positive,45,53,['food'],['positive'],
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,positive,67,86,['food'],['positive'],
1907,The waitress suggested glasses of wine that went very well with the food.,waitress,positive,4,12,"['food', 'service']","['positive', 'positive']",
1907,The waitress suggested glasses of wine that went very well with the food.,food,neutral,68,72,"['food', 'service']","['positive', 'positive']",
1907,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,positive,23,38,"['food', 'service']","['positive', 'positive']",
1535,"They might be all business at the counter when you give your order, but their food says I love you.",food,positive,78,82,"['food', 'service']","['positive', 'negative']",
1535,"They might be all business at the counter when you give your order, but their food says I love you.",counter,negative,34,41,"['food', 'service']","['positive', 'negative']",
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,29,34,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive,90,111,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive,113,127,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive,129,145,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,147,152,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive,157,162,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive,177,181,['food'],['positive'],
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive,191,205,['food'],['positive'],
449,Try their plain pizza with fresh garlic or eggplant.,plain pizza,positive,10,21,['food'],['positive'],
449,Try their plain pizza with fresh garlic or eggplant.,garlic,positive,33,39,['food'],['positive'],
449,Try their plain pizza with fresh garlic or eggplant.,eggplant,positive,43,51,['food'],['positive'],
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,negative,11,18,['service'],['conflict'],
585,Good luck getting a table.,getting a table,negative,10,25,['anecdotes/miscellaneous'],['negative'],
345,The service is awful.,service,negative,4,11,['service'],['negative'],
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,positive,4,16,['food'],['positive'],
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",menu,positive,57,61,['food'],['positive'],
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,positive,76,90,['food'],['positive'],
3194,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,neutral,54,63,['anecdotes/miscellaneous'],['neutral'],
2393,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,positive,82,89,['service'],['positive'],
1278,The pizza is good though.,pizza,positive,4,9,['food'],['positive'],
2201,bottles of wine are cheap and good.,bottles of wine,positive,0,15,"['price', 'food']","['positive', 'positive']",
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,positive,28,33,['food'],['positive'],
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive,98,102,['food'],['positive'],
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,positive,160,176,['food'],['positive'],
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,positive,140,144,['food'],['positive'],
3541,They didn't give us the dinner special until we asked for it.,dinner special,negative,24,38,['service'],['negative'],
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive,18,34,['food'],['positive'],
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,70,93,['food'],['positive'],
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,98,105,['food'],['positive'],
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,positive,30,42,['food'],['positive'],
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,positive,80,88,['food'],['positive'],
2126,Very good service and very good prices.,service,positive,10,17,"['service', 'price']","['positive', 'positive']",
2126,Very good service and very good prices.,prices,positive,32,38,"['service', 'price']","['positive', 'positive']",
2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,60,65,['anecdotes/miscellaneous'],['positive'],
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,4,11,['service'],['positive'],
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,50,55,['service'],['positive'],
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,105,109,['service'],['positive'],
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,124,128,['service'],['positive'],
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive,63,68,['food'],['positive'],
1578,Our food was great too!,food,positive,4,8,['food'],['positive'],
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,54,61,['service'],['negative'],
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral,9,13,['anecdotes/miscellaneous'],['positive'],
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive,56,74,['anecdotes/miscellaneous'],['positive'],
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive,15,27,['food'],['positive'],
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,52,59,['anecdotes/miscellaneous'],['negative'],
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,29,32,['anecdotes/miscellaneous'],['negative'],
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,86,89,['anecdotes/miscellaneous'],['negative'],
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,negative,165,174,['anecdotes/miscellaneous'],['negative'],
395,The sake menu should not be overlooked!,sake menu,positive,4,13,['food'],['positive'],
3102,the drinks are amazing and half off till 8pm.,drinks,positive,4,10,"['food', 'price']","['positive', 'positive']",
984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,62,72,['food'],['positive'],
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,4,11,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive,13,27,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,positive,29,37,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
763,"We were seated promptly as we had reservations, however after that the service was slow.",reservations,positive,34,46,['service'],['conflict'],
763,"We were seated promptly as we had reservations, however after that the service was slow.",service,negative,71,78,['service'],['conflict'],
754,"It's really also the service, is good and the waiters are friendly.",service,positive,21,28,['service'],['positive'],
754,"It's really also the service, is good and the waiters are friendly.",waiters,positive,46,53,['service'],['positive'],
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,negative,89,96,['food'],['conflict'],
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,negative,58,66,['food'],['conflict'],
999,"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive,61,74,['ambience'],['positive'],
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive,50,54,"['anecdotes/miscellaneous', 'food']","['neutral', 'positive']",
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive,45,49,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive,55,63,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive,78,85,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2649,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral,82,96,['anecdotes/miscellaneous'],['positive'],
2396,All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,positive,65,75,['ambience'],['positive'],
139,The food here does a great service to the name (Cantonese that is...).,food,positive,4,8,['food'],['positive'],
139,The food here does a great service to the name (Cantonese that is...).,Cantonese,positive,48,57,['food'],['positive'],
841,"But, nothing stands out about the cooking.",cooking,neutral,34,41,['food'],['neutral'],
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive,40,44,"['ambience', 'food']","['positive', 'positive']",
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,positive,79,89,"['ambience', 'food']","['positive', 'positive']",
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,positive,4,18,"['food', 'price']","['positive', 'positive']",
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,positive,78,86,"['food', 'price']","['positive', 'positive']",
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quality,positive,91,98,"['food', 'price']","['positive', 'positive']",
298,I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,27,32,['anecdotes/miscellaneous'],['positive'],
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative,12,25,['food'],['negative'],
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,negative,99,116,['food'],['negative'],
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,neutral,30,36,['food'],['negative'],
2563,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,positive,39,46,['food'],['positive'],
2790,Too bad the food wasn't of the same heritage.,food,negative,12,16,['food'],['negative'],
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,positive,4,8,"['food', 'service']","['conflict', 'negative']",
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,negative,46,62,"['food', 'service']","['conflict', 'negative']",
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",server,negative,72,78,"['food', 'service']","['conflict', 'negative']",
